draw_idx,hiv.beta_m2f,hiv.rel_init_prev,hiv.dur_on_art,hiv.rel_death,hiv.rel_death_on_art,structuredsexual.prop_f0,structuredsexual.m2_conc,structuredsexual.dur_sw
26,0.03756914655864843,0.4638899292005625,15.74821567550573,1.795189445741681,1.8240406593496232,0.8741066079315821,5.624437888398761,12.168448881703396
27,0.02320974849473522,0.3741446111771322,12.439589028105804,0.5168311179841548,0.5772106631814415,0.6411514899948125,7.734643574577211,6.3775548311404044
28,0.013648116031508558,0.516055729238242,21.036004833112926,0.9055458796524987,1.368320902213036,0.686524096073253,5.83338639506164,6.5718736137185445
29,0.03197970467609892,0.9956302042424308,15.20787877283275,1.4828162203624422,1.4008064897529813,0.6643542968213508,7.208802139209279,11.802985712356307
30,0.03790687411815343,0.7528331080651189,18.668018312611935,1.3698699513089374,0.9184629330267022,0.8414343341649968,5.991912338120704,3.7419993353088157
31,0.028138196290757575,1.3025890430794917,19.89304014995322,2.4573485484981217,1.96941287885823,0.8010727658575358,6.435730173697179,2.3844486904061455
32,0.02286148945333184,0.6394271145232389,10.55670394123191,2.275384527559517,0.8774722360890223,0.5611292176305781,4.971514148358498,13.083797122088729
33,0.036754768175986635,1.2696757463974981,8.284075436139407,1.7752141240799595,1.4687196160760023,0.7751571052917512,2.5681193200212133,8.37174889986368
34,0.009198816493617527,0.4157226257696129,14.758679105647994,0.8577598037459062,1.465337355816457,0.5746539152670533,3.533420111407397,5.896515746133366
35,0.031057901240688416,0.48105661792218146,19.40703728206608,2.045882341472806,0.828879216790639,0.898844683596193,4.102253221337492,11.37442935778396
36,0.011310171670620445,0.8485057907061131,16.159202932775703,1.0246921191041385,1.5454456230348372,0.5668022982384381,2.399745305010785,4.432266402057294
37,0.020000257353563426,1.4804054690824144,23.86597265810395,1.3813204055801092,1.0910947501600925,0.6539443265787782,7.573514523688373,5.4757001984601015
38,0.022272586306353082,1.3647875848145334,8.844146085279148,0.6039210208022704,0.6406440936117638,0.8079991805660469,6.858956732345967,7.13191132386293
39,0.025087795889491317,0.5968805670923957,19.12488320506386,1.9149227420459645,1.5852761796386896,0.6079928046254537,3.7692400706251448,7.9875939907078095
40,0.03564027470102567,1.124351496517565,20.55317086480249,0.720966126620975,1.9220064788596636,0.6214291277004019,3.9704037991009193,8.983780410787714
41,0.01058775160465475,1.158944689830203,10.989240862638866,0.78857864200919,1.9496063395058763,0.7388114616643733,2.0556959753658743,12.10916301478697
42,0.02076353416237254,0.9519349195153484,17.76420150502146,1.5448424116356563,1.6490836692137096,0.7832390737139203,3.0185791943692943,9.153025775671413
43,0.007598330817496747,0.9332751310714793,16.78254928177146,1.2032205018891666,0.2704360550657259,0.5955592510953881,2.35536162516957,10.916713838076145
44,0.0242255782618733,0.32218461976137686,11.781418684618803,1.305008277843688,0.1320637153088683,0.6185381393081393,6.730830284608029,2.0871436007674955
45,0.029591085564323702,1.3880004913159478,13.511954060841536,1.7153452171624528,0.7843796242458874,0.8097940923424952,6.953475800104577,12.543423779132949
46,0.007058051460249447,0.6748347355782103,14.081290033318298,2.3518058710581835,0.9704682236851018,0.6905555257197293,6.6448092767337394,13.78154608267953
47,0.005645361661968946,0.3363040329360708,24.30224861979175,2.2104213430484982,0.15823667645139425,0.7400430047675679,4.438911701909825,11.263986922358356
48,0.03361910160652257,1.4522270340070653,16.912488844524926,1.1505115874631606,0.451845379557554,0.6723268712996117,4.727843740489897,14.701175969905085
49,0.00587296245622022,1.1925677944397932,16.49905691368899,1.9747711981763927,0.36904276866139807,0.8307336095354549,5.30127117302526,14.994319448823013
