draw_idx,hiv.beta_m2f,hiv.rel_init_prev,hiv.dur_on_art,migration.rel_migration,structuredsexual.prop_f0,structuredsexual.m2_conc,structuredsexual.dur_sw
16,0.03610043873072968,1.3766768496288875,4.67205685974046,0.23543990261156356,0.7634514547864034,4.975766299526122,10.390887437955875
17,0.033352346634829874,0.514167375432864,5.120987250565419,1.108170787282859,0.5744413351231262,5.332990268328135,14.236032234916578
18,0.015348580694358457,1.255150329135347,8.651840332528295,0.9536568552262707,0.7895362467043854,3.7870204459977765,3.0865380693379985
19,0.03957407179338392,1.0243584857112005,2.777065570182101,0.9109930798708203,0.7117137334704273,7.1737140018221055,4.25850374136818
20,0.02964955522702997,0.5234621406225719,4.176997715144748,0.8451287502220215,0.6027016250532518,5.558000924582927,4.763396362830845
21,0.022563656577180312,1.4412272172419849,5.324223090679063,0.8077715102484657,0.8164595682721034,3.846749629113299,10.893720402374663
22,0.03169344117244098,0.9988143563040073,3.2669485105963254,0.36756098222270184,0.6914645058981161,7.685612331555645,12.203280891679233
23,0.024829725500234757,0.7940922154919817,6.813928643277755,0.4321925169795463,0.6498169794113514,6.525343754413592,2.4114117802793364
24,0.01915607011292335,0.9275323938642359,2.9257802471439738,0.5201085364412226,0.8010003641582718,2.505307647023696,12.546311556431334
25,0.013050210017040285,0.47675397903113914,7.533499980359839,0.540089543239435,0.8765500513875537,7.388737290640902,3.5891308104757633
26,0.030678829796702094,0.8280493012509318,3.936810946728028,0.8942752459785086,0.727595847578326,2.0077750998325934,4.597896143938277
27,0.009503079562083738,1.3847373281106097,5.02587323275295,0.5698543823900026,0.7774202744608258,4.170321134373168,12.928008378016369
28,0.016137410874296113,0.6595230467924422,9.76576165431458,0.7300124941459283,0.5836100420998682,5.989033566835472,14.678067176724124
29,0.028955080060657737,0.9672146038131282,8.25889319283757,0.6975104078941685,0.7484714489262532,2.1832822671968732,7.415474233006094
30,0.013952208743688271,0.7411136674450085,9.899118565682624,1.0260188798045204,0.5654255434899278,5.613130253093875,9.54362086947308
31,0.023962551159333025,0.3733827549251155,7.18732447193662,0.7111635069376008,0.8861514899948125,3.174643574577211,8.977554831140406
32,0.037448116031508556,0.34805572923824196,6.3745905097002,0.7427729398262493,0.6646380609339804,7.82041307554148,9.265670522633553
33,0.006808890498473004,1.465018446037677,6.317534694949539,0.4639928689901617,0.5959928385634274,6.707809967640994,6.507445310507315
34,0.017184679145387467,1.34889098883289,9.521571227006497,1.1573609233875992,0.5876356711420104,4.849609853926813,6.820009541761648
35,0.025743433416499675,0.6663824676241408,4.511999590959271,0.20109132259307352,0.8564218042315184,2.4775435823364305,10.822765565237791
36,0.020536553031598976,1.1128209115115515,9.194306898262905,0.32957297618508813,0.7566148945333184,5.137135572616194,6.295126543294991
37,0.02836922923229155,0.5750350964772772,8.014382117270356,0.9952523580597497,0.8414099225177735,6.603674544454852,3.9248205859728955
38,0.01048486119205172,1.4251284744479757,8.723029962425272,0.7833060151192892,0.6741402936679042,7.100807184552468,7.979560411915081
39,0.00767524325161371,0.4410832309869172,9.351039214983626,1.198598608324451,0.8336539152670532,4.733420111407398,14.216515746133366
40,0.008657901240688414,0.9850566179221814,3.5280175445016857,0.31294117073640293,0.8942672241456441,6.900194575934737,7.074881979564566
41,0.02743884827095682,0.9003487429927008,3.416705271374088,1.1399531136926884,0.7678211208432243,7.88456512537317,8.084085363141982
42,0.011531847612562913,0.30851689865144255,8.468630252243068,0.9236712242353453,0.6386523782550814,2.9639612167403273,9.821174606358529
43,0.008394432657877815,0.3347029047376746,2.538892429821601,0.5135024658958023,0.7415630455709057,5.897933912451465,2.1554866352147575
44,0.018459233303374598,1.1605686190835893,2.238608976461289,0.6747624095279177,0.8698779588949132,3.9644028354619785,2.9672636274017727
45,0.017861147985804376,1.0460691660875934,8.925549820010371,0.8348733451041908,0.6552044535959796,6.292618520175828,3.3904745456069536
46,0.011244763545181603,0.864579675972585,4.87160622677753,0.2840832220011483,0.6229402216142204,4.143283266517406,11.35545059601462
47,0.021652553453380925,0.8230052373627434,2.0343145680367605,1.0734770207925666,0.6198114616643733,5.775695975365874,5.869163014786971
48,0.014463534162372543,1.3119349195153485,2.434918355304216,0.4424212058178282,0.8143575180130518,2.8783841208100625,13.826921587800138
49,0.03895814631911534,1.08508562802846,5.581834207143197,0.25662054598655654,0.7080635878306042,3.6182191212601866,7.592200754971555
