draw_idx,gof_rmse,n_terms
41,0.45895696423584154,46
241,0.46100307461459017,46
223,0.46343858958089423,46
290,0.46350682310058566,46
195,0.46403431032739245,46
156,0.46616773300403064,46
431,0.46825698299862994,46
280,0.4686798917293751,46
144,0.46881700267224774,46
200,0.4694162190846787,46
58,0.47020725880041636,46
483,0.470635092753052,46
31,0.4714162978350051,46
314,0.47152282625947,46
205,0.4734489290993943,46
91,0.47510506001274266,46
362,0.475162875257695,46
77,0.4753272815741712,46
338,0.47625474960208564,46
173,0.47703384979783875,46
171,0.47744442081130667,46
300,0.4781029995041205,46
78,0.47982250786850295,46
35,0.48110683808711685,46
331,0.4815117706254531,46
212,0.48229647183353797,46
462,0.483898810970848,46
421,0.4851395011203266,46
179,0.4865113344348967,46
356,0.4866342052992639,46
450,0.4890370078572687,46
268,0.4891151880021628,46
177,0.49183685630929114,46
137,0.49427662824867785,46
170,0.49636168390974794,46
441,0.49903697815381287,46
184,0.4993640247774182,46
125,0.4995562057118844,46
188,0.5006409317871463,46
423,0.5008289786067557,46
21,0.501245218176261,46
460,0.5017869894770057,46
189,0.5052735530042735,46
306,0.5100287764306507,46
284,0.5105237262840843,46
489,0.5143888868532485,46
133,0.5209511198282989,46
107,0.5214542687814417,46
359,0.5224442421841393,46
202,0.5238071234397642,46
358,0.5249025309441591,46
465,0.5284199675616602,46
53,0.5286849549757744,46
98,0.531474427332227,46
236,0.5320966690144953,46
291,0.533532667863263,46
378,0.5335742412368896,46
235,0.5348242753544266,46
293,0.53639316692392,46
318,0.5425473890968561,46
347,0.5433419697882433,46
298,0.5461897888013891,46
348,0.5510890120725063,46
20,0.5546413104097722,46
111,0.5614726157578495,46
315,0.5638074848905296,45
453,0.5655653832227613,46
375,0.5656365586260532,46
204,0.5661101399674221,46
246,0.5695721973890566,46
429,0.5702808508656111,46
385,0.5711450872781895,46
459,0.5745048674107497,46
70,0.5769065805216006,46
354,0.5770118471638211,46
93,0.5803685872530759,44
143,0.5805618690521633,46
407,0.5875478169914878,46
397,0.5891506238054839,46
109,0.5935669272695548,45
295,0.5973596249225928,46
256,0.5982669265890297,46
39,0.61244991864077,45
214,0.6132894741293528,46
242,0.6142135192467449,45
408,0.6161143320495467,46
13,0.6224443813009849,46
364,0.6344072870074199,45
466,0.6365852712722971,46
239,0.637469184831614,45
194,0.6376365454893493,46
382,0.6379106805472793,44
104,0.638986073541683,46
370,0.639949467572965,46
192,0.6412323907395993,46
278,0.6450136726310359,45
203,0.6513372321550259,45
2,0.6519327134263821,46
222,0.6526208633622128,46
95,0.6596167267265753,46
1,0.6609660957007562,45
279,0.6624853826728296,46
335,0.6774115301967392,45
83,0.6808452832503847,46
231,0.6907090464524909,46
247,0.6925299126843072,46
45,0.6925857126593766,46
81,0.6951265794794201,46
132,0.6954178373560367,46
138,0.6975409506605238,45
71,0.6978035658227003,46
409,0.7030086642193059,43
440,0.7077123000278766,46
73,0.7107581233738396,46
7,0.714425959895991,44
66,0.7148752016419141,45
477,0.7202890250025427,46
260,0.7365167907649283,46
343,0.7426101723701861,45
472,0.7430421034984204,45
108,0.7436405865823663,45
183,0.7477861332089766,46
339,0.7489971446883432,45
243,0.7500501552968503,45
337,0.7692599766804272,46
436,0.7722777904074309,46
175,0.7752699645610568,44
470,0.7906456192469712,45
303,0.7974183081113572,45
43,0.799068912868673,43
74,0.8088047850292461,46
345,0.8121959915328482,44
480,0.8220826737545127,43
155,0.824272359625403,43
136,0.828354907026194,45
305,0.8422582695596983,43
353,0.8438303981334574,43
47,0.8553836823733904,43
79,0.8670660509455513,44
342,0.8751623225752966,44
139,0.8761617664828116,43
464,0.8823932041260174,43
116,0.8851515677325322,43
118,0.8884902284186208,43
274,0.8892388992753849,44
99,0.8904784362898465,44
257,0.8915116383333931,42
46,0.8945473251478939,43
